domain,brand_stem,mirrors,operator,licence,jurisdiction,licence_status,expires,already_in_pool,all_domains,status,contacted_on
misterxplatinum.com,misterxplatinum,0,TGI Entertainment N.V.,OGL/2024/428/0397,Curacao,active,"March 26, 2026",no,misterxplatinum.com,not contacted,
misterxvip.com,misterxvip,0,TGI Entertainment N.V.,OGL/2024/428/0397,Curacao,active,"March 26, 2026",no,misterxvip.com,not contacted,
mrsbet.com,mrsbet,0,TGI Entertainment N.V.,OGL/2024/428/0397,Curacao,active,"March 26, 2026",no,mrsbet.com,not contacted,
mrxbet.bet,mrxbet,0,TGI Entertainment N.V.,OGL/2024/428/0397,Curacao,active,"March 26, 2026",no,mrxbet.bet,not contacted,
1red.com,red,0,Bets Entertainment N.V.,OGL/2024/1178/0479,Curacao,assessment in progress,"December 24, 2025",no,1red.com,not contacted,
bets.io,bets,0,Bets Entertainment N.V.,OGL/2024/1178/0479,Curacao,assessment in progress,"December 24, 2025",no,bets.io,not contacted,
betsio.com,betsio,0,Bets Entertainment N.V.,OGL/2024/1178/0479,Curacao,assessment in progress,"December 24, 2025",no,betsio.com,not contacted,
evospin.com,evospin,0,Bets Entertainment N.V.,OGL/2024/1178/0479,Curacao,assessment in progress,"December 24, 2025",no,evospin.com,not contacted,
lokicasino.com,lokicasino,0,Bets Entertainment N.V.,OGL/2024/1178/0479,Curacao,assessment in progress,"December 24, 2025",no,lokicasino.com,not contacted,
onluck.com,onluck,0,Bets Entertainment N.V.,OGL/2024/1178/0479,Curacao,assessment in progress,"December 24, 2025",no,onluck.com,not contacted,
spinch.com,spinch,0,Bets Entertainment N.V.,OGL/2024/1178/0479,Curacao,assessment in progress,"December 24, 2025",no,spinch.com,not contacted,
akcebet.com,akcebet,0,Continental Solutions Limited B.V.,OGL/2024/1208/0715,Curacao,active,"March 26, 2026",no,akcebet.com,not contacted,
betbaba.com,betbaba,0,Continental Solutions Limited B.V.,OGL/2024/1208/0715,Curacao,active,"March 26, 2026",no,betbaba.com,not contacted,
betivo.com,betivo,0,Continental Solutions Limited B.V.,OGL/2024/1208/0715,Curacao,active,"March 26, 2026",no,betivo.com,not contacted,
casinomega.com,casinomega,0,Continental Solutions Limited B.V.,OGL/2024/1208/0715,Curacao,active,"March 26, 2026",no,casinomega.com,not contacted,
efescasino.com,efescasino,0,Continental Solutions Limited B.V.,OGL/2024/1208/0715,Curacao,active,"March 26, 2026",no,efescasino.com,not contacted,
no.lilibet.com,lilibet,0,Continental Solutions Limited B.V.,OGL/2024/1208/0715,Curacao,active,"March 26, 2026",no,no.lilibet.com,not contacted,
sultanbet.com,sultanbet,0,Continental Solutions Limited B.V.,OGL/2024/1208/0715,Curacao,active,"March 26, 2026",no,sultanbet.com,not contacted,
spinkings.com,spinkings,5,Cre8 B.V.,OGL/2024/375/0657,Curacao,assessment in progress,"December 24, 2025",no,spinkings.com spinkings.bet spin-kings.com spin-kings.bet spinkings.casino spin-kings.casino,not contacted,
zora.bet,zora,2,Cre8 B.V.,OGL/2024/375/0657,Curacao,assessment in progress,"December 24, 2025",no,zora.bet zo-ra.bet zor-a.bet,not contacted,
pinspin.com,pinspin,0,Cre8 B.V.,OGL/2024/375/0657,Curacao,assessment in progress,"December 24, 2025",no,pinspin.com,not contacted,
ra.bet,ra,0,Cre8 B.V.,OGL/2024/375/0657,Curacao,assessment in progress,"December 24, 2025",no,ra.bet,not contacted,
spinduke.com,spinduke,0,Cre8 B.V.,OGL/2024/375/0657,Curacao,assessment in progress,"December 24, 2025",no,spinduke.com,not contacted,
spinpin.com,spinpin,0,Cre8 B.V.,OGL/2024/375/0657,Curacao,assessment in progress,"December 24, 2025",no,spinpin.com,not contacted,
top.casino,top,0,Cre8 B.V.,OGL/2024/375/0657,Curacao,assessment in progress,"December 24, 2025",no,top.casino,not contacted,
bitzamo-casino.org,bitzamocasino,0,Elsikora N.V.,OGL/2024/345/0210,Curacao,active,"March 26, 2026",no,bitzamo-casino.org,not contacted,
blitz-casino.biz,blitzcasino,0,Elsikora N.V.,OGL/2024/345/0210,Curacao,active,"March 26, 2026",no,blitz-casino.biz,not contacted,
bounty-casino.info,bountycasino,0,Elsikora N.V.,OGL/2024/345/0210,Curacao,active,"March 26, 2026",no,bounty-casino.info,not contacted,
brillx-casino.com,brillxcasino,0,Elsikora N.V.,OGL/2024/345/0210,Curacao,active,"March 26, 2026",no,brillx-casino.com,not contacted,
friends-casino.vg,friendscasino,0,Elsikora N.V.,OGL/2024/345/0210,Curacao,active,"March 26, 2026",no,friends-casino.vg,not contacted,
selector-casino.me,selectorcasino,0,Elsikora N.V.,OGL/2024/345/0210,Curacao,active,"March 26, 2026",no,selector-casino.me,not contacted,
turbo-casino.plus,turbocasino,0,Elsikora N.V.,OGL/2024/345/0210,Curacao,active,"March 26, 2026",no,turbo-casino.plus,not contacted,
jugabet.ec,jugabet,13,Gladia N.V.,OGL/2024/378/0652,Curacao,assessment in progress,"December 24, 2025",no,jugabet.ec jugabet.uy jugabet.cl jugabet.bo jugabet.com juga-bet.co jugab-et.com j-ugabet.com,not contacted,
jugabet.com.ec,com,3,Gladia N.V.,OGL/2024/378/0652,Curacao,assessment in progress,"December 24, 2025",no,jugabet.com.ec jugabet.com.bo jugabet.com.uy jugabet.com.py,not contacted,
1jugarbet.com,jugarbet,0,Gladia N.V.,OGL/2024/378/0652,Curacao,assessment in progress,"December 24, 2025",no,1jugarbet.com,not contacted,
1ugabet.com,ugabet,0,Gladia N.V.,OGL/2024/378/0652,Curacao,assessment in progress,"December 24, 2025",no,1ugabet.com,not contacted,
co-jugabet.com,cojugabet,0,Gladia N.V.,OGL/2024/378/0652,Curacao,assessment in progress,"December 24, 2025",no,co-jugabet.com,not contacted,
col-jugabet.com,coljugabet,0,Gladia N.V.,OGL/2024/378/0652,Curacao,assessment in progress,"December 24, 2025",no,col-jugabet.com,not contacted,
jugabet-ve.com,jugabetve,0,Gladia N.V.,OGL/2024/378/0652,Curacao,assessment in progress,"December 24, 2025",no,jugabet-ve.com,not contacted,
evolvebets.com,evolvebets,0,HNA Gaming B.V.,OGL/2024/1191/0663,Curacao,active,"March 12, 2026",no,evolvebets.com,not contacted,
hugobets.io,hugobets,0,HNA Gaming B.V.,OGL/2024/1191/0663,Curacao,active,"March 12, 2026",no,hugobets.io,not contacted,
luckyz.com,luckyz,0,HNA Gaming B.V.,OGL/2024/1191/0663,Curacao,active,"March 12, 2026",no,luckyz.com,not contacted,
shinywilds.com,shinywilds,0,HNA Gaming B.V.,OGL/2024/1191/0663,Curacao,active,"March 12, 2026",no,shinywilds.com,not contacted,
simsinos.io,simsinos,0,HNA Gaming B.V.,OGL/2024/1191/0663,Curacao,active,"March 12, 2026",no,simsinos.io,not contacted,
vibebet.com,vibebet,0,HNA Gaming B.V.,OGL/2024/1191/0663,Curacao,active,"March 12, 2026",no,vibebet.com,not contacted,
viggoslots.io,viggoslots,0,HNA Gaming B.V.,OGL/2024/1191/0663,Curacao,active,"March 12, 2026",no,viggoslots.io,not contacted,
trillonario.cr,trillonario,4,Legacy Eight Curacao N.V.,OGL/2024/956/0417,Curacao,active,"February 7, 2026",no,trillonario.cr trillonario.co trillonario.com trillonario.net ar.trillonario.net,not contacted,
lottokings.com,lottokings,3,Legacy Eight Curacao N.V.,OGL/2024/956/0417,Curacao,active,"February 7, 2026",no,lottokings.com lottokings.net es.lottokings.com co.lottokings.net,not contacted,
lotosena.com,lotosena,0,Legacy Eight Curacao N.V.,OGL/2024/956/0417,Curacao,active,"February 7, 2026",no,lotosena.com,not contacted,
trilhardario.com,trilhardario,0,Legacy Eight Curacao N.V.,OGL/2024/956/0417,Curacao,active,"February 7, 2026",no,trilhardario.com,not contacted,
trillonario.co.cr,co,0,Legacy Eight Curacao N.V.,OGL/2024/956/0417,Curacao,active,"February 7, 2026",no,trillonario.co.cr,not contacted,
trillonario.com.mx,com,0,Legacy Eight Curacao N.V.,OGL/2024/956/0417,Curacao,active,"February 7, 2026",no,trillonario.com.mx,not contacted,
wintrillions.com,wintrillions,0,Legacy Eight Curacao N.V.,OGL/2024/956/0417,Curacao,active,"February 7, 2026",no,wintrillions.com,not contacted,
apostaki.com,apostaki,0,Nextgate N.V.,OGL/2024/909/0378,Curacao,assessment in progress,"December 24, 2025",no,apostaki.com,not contacted,
betsflix.com,betsflix,0,Nextgate N.V.,OGL/2024/909/0378,Curacao,assessment in progress,"December 24, 2025",no,betsflix.com,not contacted,
brasbet.com,brasbet,0,Nextgate N.V.,OGL/2024/909/0378,Curacao,assessment in progress,"December 24, 2025",no,brasbet.com,not contacted,
dubrasil.bet,dubrasil,0,Nextgate N.V.,OGL/2024/909/0378,Curacao,assessment in progress,"December 24, 2025",no,dubrasil.bet,not contacted,
fbb.bet,fbb,0,Nextgate N.V.,OGL/2024/909/0378,Curacao,assessment in progress,"December 24, 2025",no,fbb.bet,not contacted,
playbonds.com,playbonds,0,Nextgate N.V.,OGL/2024/909/0378,Curacao,assessment in progress,"December 24, 2025",no,playbonds.com,not contacted,
ze.bet,ze,0,Nextgate N.V.,OGL/2024/909/0378,Curacao,assessment in progress,"December 24, 2025",no,ze.bet,not contacted,
mgc88.cc,mgc,8,Novisoft N.V.,OGL/2024/1394/0725,Curacao,assessment in progress,"December 24, 2025",no,mgc88.cc mgc88.io mgc88.co mgc88.com mgc88.fun mgc88.win mgc88.vip mgc88.bet,not contacted,
magic88.cc,magic,6,Novisoft N.V.,OGL/2024/1394/0725,Curacao,assessment in progress,"December 24, 2025",no,magic88.cc magic88.io magic88.ph magic88.fun magic88.win magic88.game magic88.casino,not contacted,
willbet.ai,willbet,1,Novisoft N.V.,OGL/2024/1394/0725,Curacao,assessment in progress,"December 24, 2025",no,willbet.ai willbet.io,not contacted,
katon.ai,katon,0,Novisoft N.V.,OGL/2024/1394/0725,Curacao,assessment in progress,"December 24, 2025",no,katon.ai,not contacted,
x9.casino,x,0,Novisoft N.V.,OGL/2024/1394/0725,Curacao,assessment in progress,"December 24, 2025",no,x9.casino,not contacted,
x9bet.com,xbet,0,Novisoft N.V.,OGL/2024/1394/0725,Curacao,assessment in progress,"December 24, 2025",no,x9bet.com,not contacted,
x9play.com,xplay,0,Novisoft N.V.,OGL/2024/1394/0725,Curacao,assessment in progress,"December 24, 2025",no,x9play.com,not contacted,
madridbet961.com,madridbet,119,OnlineGaming Soft B.V.,OGL/2024/825/1106,Curacao,active,"March 7, 2026",no,madridbet961.com madridbet988.com madridbet999.com madridbet956.com madridbet992.com madridbet979.com madridbet943.com madridbet957.com,not contacted,
wingo1085.com,wingo,111,OnlineGaming Soft B.V.,OGL/2024/825/1106,Curacao,active,"March 7, 2026",no,wingo1085.com wingo1010.com wingo1083.com wingo1108.com wingo1066.com wingo1097.com wingo1005.com wingo1093.com,not contacted,
winmatik.com,winmatik,101,OnlineGaming Soft B.V.,OGL/2024/825/1106,Curacao,active,"March 7, 2026",no,winmatik.com winmatik543.com winmatik504.com winmatik592.com winmatik586.com winmatik556.com winmatik536.com winmatik524.com,not contacted,
btcbet597.com,btcbet,100,OnlineGaming Soft B.V.,OGL/2024/825/1106,Curacao,active,"March 7, 2026",no,btcbet597.com btcbet531.com btcbet574.com btcbet558.com btcbet526.com btcbet565.com btcbet585.com btcbet505.com,not contacted,
cryptobet535.com,cryptobet,100,OnlineGaming Soft B.V.,OGL/2024/825/1106,Curacao,active,"March 7, 2026",no,cryptobet535.com cryptobet550.com cryptobet531.com cryptobet598.com cryptobet520.com cryptobet542.com cryptobet521.com cryptobet552.com,not contacted,
madrid.bet,madrid,0,OnlineGaming Soft B.V.,OGL/2024/825/1106,Curacao,active,"March 7, 2026",no,madrid.bet,not contacted,
onlinegamingsoft.com,onlinegamingsoft,0,OnlineGaming Soft B.V.,OGL/2024/825/1106,Curacao,active,"March 7, 2026",no,onlinegamingsoft.com,not contacted,
cybercitycasino.com,cybercitycasino,0,Play Smart ENT B.V.,OGL/2024/649/0442,Curacao,active,"April 3, 2026",no,cybercitycasino.com,not contacted,
karhusino.com,karhusino,0,Play Smart ENT B.V.,OGL/2024/649/0442,Curacao,active,"April 3, 2026",no,karhusino.com,not contacted,
pelaanyt.com,pelaanyt,0,Play Smart ENT B.V.,OGL/2024/649/0442,Curacao,active,"April 3, 2026",no,pelaanyt.com,not contacted,
pikapotti.com,pikapotti,0,Play Smart ENT B.V.,OGL/2024/649/0442,Curacao,active,"April 3, 2026",no,pikapotti.com,not contacted,
spinni.com,spinni,0,Play Smart ENT B.V.,OGL/2024/649/0442,Curacao,active,"April 3, 2026",no,spinni.com,not contacted,
taikaspini.com,taikaspini,0,Play Smart ENT B.V.,OGL/2024/649/0442,Curacao,active,"April 3, 2026",no,taikaspini.com,not contacted,
vivospin.io,vivospin,0,Play Smart ENT B.V.,OGL/2024/649/0442,Curacao,active,"April 3, 2026",no,vivospin.io,not contacted,
atlantivegas.com,atlantivegas,0,SG International N.V.,OGL/2024/379/0174,Curacao,assessment in progress,"December 24, 2025",no,atlantivegas.com,not contacted,
casinomaxim.com,casinomaxim,0,SG International N.V.,OGL/2024/379/0174,Curacao,assessment in progress,"December 24, 2025",no,casinomaxim.com,not contacted,
casinovino.com,casinovino,0,SG International N.V.,OGL/2024/379/0174,Curacao,assessment in progress,"December 24, 2025",no,casinovino.com,not contacted,
kilobet.com,kilobet,0,SG International N.V.,OGL/2024/379/0174,Curacao,assessment in progress,"December 24, 2025",no,kilobet.com,not contacted,
premiobet.com,premiobet,0,SG International N.V.,OGL/2024/379/0174,Curacao,assessment in progress,"December 24, 2025",no,premiobet.com,not contacted,
super-bet777.com,superbet,0,SG International N.V.,OGL/2024/379/0174,Curacao,assessment in progress,"December 24, 2025",no,super-bet777.com,not contacted,
vegas.salon,vegas,0,SG International N.V.,OGL/2024/379/0174,Curacao,assessment in progress,"December 24, 2025",no,vegas.salon,not contacted,
rolletto.cc,rolletto,3,Santeda International B.V.,OGL/2024/1798/1048,Curacao,assessment in progress,"December 24, 2025",no,rolletto.cc rolletto.com rolletto.win rolletto1.com,not contacted,
cosmobet.com,cosmobet,1,Santeda International B.V.,OGL/2024/1798/1048,Curacao,assessment in progress,"December 24, 2025",no,cosmobet.com cosmobet.one,not contacted,
goldenbet.com,goldenbet,1,Santeda International B.V.,OGL/2024/1798/1048,Curacao,assessment in progress,"December 24, 2025",no,goldenbet.com goldenbet2.com,not contacted,
velobet.com,velobet,1,Santeda International B.V.,OGL/2024/1798/1048,Curacao,assessment in progress,"December 24, 2025",no,velobet.com velobet.win,not contacted,
bakubet.com,bakubet,0,Santeda International B.V.,OGL/2024/1798/1048,Curacao,assessment in progress,"December 24, 2025",no,bakubet.com,not contacted,
megajeet.com,megajeet,0,Santeda International B.V.,OGL/2024/1798/1048,Curacao,assessment in progress,"December 24, 2025",no,megajeet.com,not contacted,
zizobet.com,zizobet,0,Santeda International B.V.,OGL/2024/1798/1048,Curacao,assessment in progress,"December 24, 2025",no,zizobet.com,not contacted,
258slots.com,slots,0,Windward Circle B.V.,OGL/2024/1135/0484,Curacao,active,"August 14, 2026",no,258slots.com,not contacted,
betostar.com,betostar,0,Windward Circle B.V.,OGL/2024/1135/0484,Curacao,active,"August 14, 2026",no,betostar.com,not contacted,
betrophies.com,betrophies,0,Windward Circle B.V.,OGL/2024/1135/0484,Curacao,active,"August 14, 2026",no,betrophies.com,not contacted,
gomblingovip.com,gomblingovip,0,Windward Circle B.V.,OGL/2024/1135/0484,Curacao,active,"August 14, 2026",no,gomblingovip.com,not contacted,
purecasino.co,purecasino,0,Windward Circle B.V.,OGL/2024/1135/0484,Curacao,active,"August 14, 2026",no,purecasino.co,not contacted,
wikichance.com,wikichance,0,Windward Circle B.V.,OGL/2024/1135/0484,Curacao,active,"August 14, 2026",no,wikichance.com,not contacted,
yoyospinsvip.com,yoyospinsvip,0,Windward Circle B.V.,OGL/2024/1135/0484,Curacao,active,"August 14, 2026",no,yoyospinsvip.com,not contacted,
captainpunt.com,captainpunt,0,A2F B.V.,OGL/2024/298/0109,Curacao,active,"April 14, 2026",no,captainpunt.com,not contacted,
drinbet.com,drinbet,0,A2F B.V.,OGL/2024/298/0109,Curacao,active,"April 14, 2026",no,drinbet.com,not contacted,
oddjusta.com,oddjusta,0,A2F B.V.,OGL/2024/298/0109,Curacao,active,"April 14, 2026",no,oddjusta.com,not contacted,
punterplay.com,punterplay,0,A2F B.V.,OGL/2024/298/0109,Curacao,active,"April 14, 2026",no,punterplay.com,not contacted,
superodds88.com,superodds,0,A2F B.V.,OGL/2024/298/0109,Curacao,active,"April 14, 2026",no,superodds88.com,not contacted,
tradeball.com,tradeball,0,A2F B.V.,OGL/2024/298/0109,Curacao,active,"April 14, 2026",no,tradeball.com,not contacted,
ok9.pro,ok,4,Cyber Labs B.V.,OGL/2024/1696/1055,Curacao,active,"March 13, 2026",no,ok9.pro ok9.plus ok9.shop ok9.work ok9.space,not contacted,
jun88.id,jun,1,Cyber Labs B.V.,OGL/2024/1696/1055,Curacao,active,"March 13, 2026",no,jun88.id jun88.kr,not contacted,
789bet.sc,bet,0,Cyber Labs B.V.,OGL/2024/1696/1055,Curacao,active,"March 13, 2026",no,789bet.sc,not contacted,
c168.biz,c,0,Cyber Labs B.V.,OGL/2024/1696/1055,Curacao,active,"March 13, 2026",no,c168.biz,not contacted,
cm88.com,cm,0,Cyber Labs B.V.,OGL/2024/1696/1055,Curacao,active,"March 13, 2026",no,cm88.com,not contacted,
sc88.co,sc,0,Cyber Labs B.V.,OGL/2024/1696/1055,Curacao,active,"March 13, 2026",no,sc88.co,not contacted,
catcasino.com,catcasino,0,Fun Fusion N.V.,OGL/2024/750/0202,Curacao,assessment in progress,"December 24, 2025",no,catcasino.com,not contacted,
daddy.casino,daddy,0,Fun Fusion N.V.,OGL/2024/750/0202,Curacao,assessment in progress,"December 24, 2025",no,daddy.casino,not contacted,
gama.casino,gama,0,Fun Fusion N.V.,OGL/2024/750/0202,Curacao,assessment in progress,"December 24, 2025",no,gama.casino,not contacted,
kent.casino,kent,0,Fun Fusion N.V.,OGL/2024/750/0202,Curacao,assessment in progress,"December 24, 2025",no,kent.casino,not contacted,
mers.casino,mers,0,Fun Fusion N.V.,OGL/2024/750/0202,Curacao,assessment in progress,"December 24, 2025",no,mers.casino,not contacted,
spark.casino,spark,0,Fun Fusion N.V.,OGL/2024/750/0202,Curacao,assessment in progress,"December 24, 2025",no,spark.casino,not contacted,
flaxino.com,flaxino,0,GP Holding B.V.,OGL/2024/1326/0684,Curacao,active,"April 17, 2026",no,flaxino.com,not contacted,
mrcassino.com,mrcassino,0,GP Holding B.V.,OGL/2024/1326/0684,Curacao,active,"April 17, 2026",no,mrcassino.com,not contacted,
mrtilt.com,mrtilt,0,GP Holding B.V.,OGL/2024/1326/0684,Curacao,active,"April 17, 2026",no,mrtilt.com,not contacted,
pec.bet,pec,0,GP Holding B.V.,OGL/2024/1326/0684,Curacao,active,"April 17, 2026",no,pec.bet,not contacted,
reipas.com,reipas,0,GP Holding B.V.,OGL/2024/1326/0684,Curacao,active,"April 17, 2026",no,reipas.com,not contacted,
zimby.com,zimby,0,GP Holding B.V.,OGL/2024/1326/0684,Curacao,active,"April 17, 2026",no,zimby.com,not contacted,
keeponwin.com,keeponwin,0,Keep On Entertainment N.V.,OGL/2024/2279/1202,Curacao,active,"February 22, 2026",no,keeponwin.com,not contacted,
kktcroyal.com,kktcroyal,0,Keep On Entertainment N.V.,OGL/2024/2279/1202,Curacao,active,"February 22, 2026",no,kktcroyal.com,not contacted,
ledrabet.com,ledrabet,0,Keep On Entertainment N.V.,OGL/2024/2279/1202,Curacao,active,"February 22, 2026",no,ledrabet.com,not contacted,
oynatalim.com,oynatalim,0,Keep On Entertainment N.V.,OGL/2024/2279/1202,Curacao,active,"February 22, 2026",no,oynatalim.com,not contacted,
spinvbet.com,spinvbet,0,Keep On Entertainment N.V.,OGL/2024/2279/1202,Curacao,active,"February 22, 2026",no,spinvbet.com,not contacted,
svbroyal.com,svbroyal,0,Keep On Entertainment N.V.,OGL/2024/2279/1202,Curacao,active,"February 22, 2026",no,svbroyal.com,not contacted,
ikasbet.com,ikasbet,0,Novi B.V.,OGL/2024/1288/0542,Curacao,assessment in progress,"December 24, 2025",yes,ikasbet.com,not contacted,
kazancasino.com,kazancasino,0,Novi B.V.,OGL/2024/1288/0542,Curacao,assessment in progress,"December 24, 2025",no,kazancasino.com,not contacted,
miki.com,miki,0,Novi B.V.,OGL/2024/1288/0542,Curacao,assessment in progress,"December 24, 2025",no,miki.com,not contacted,
olimposcasino.com,olimposcasino,0,Novi B.V.,OGL/2024/1288/0542,Curacao,assessment in progress,"December 24, 2025",no,olimposcasino.com,not contacted,
slotcevir.com,slotcevir,0,Novi B.V.,OGL/2024/1288/0542,Curacao,assessment in progress,"December 24, 2025",no,slotcevir.com,not contacted,
